timestamp,can_id,byte0,byte1,byte2,byte3,byte4,byte5,byte6,byte7,label
1744385383.2075922,426,127,255,0,0,0,0,104,1,0
1744385383.207596,432,0,15,0,0,0,1,72,0,0
1744385383.2075992,464,0,0,0,0,0,0,0,10,0
1744385383.2090616,57,0,57,0,0,0,0,0,0,0
1744385383.2090833,358,208,50,0,9,0,0,0,0,0
1744385383.2101316,344,0,0,0,0,0,0,0,10,0
1744385383.2102706,353,0,0,5,80,1,8,0,13,0
1744385383.2116275,401,1,0,144,161,65,0,48,0,0
1744385383.211658,307,0,0,0,0,152,0,0,0,0
1744385383.211662,310,0,2,0,0,0,0,0,27,0
1744385383.211666,314,0,0,0,0,0,0,0,25,0
1744385383.2116706,319,0,0,0,5,0,0,0,31,0
1744385383.2116747,356,0,0,192,26,168,0,0,49,0
1744385383.213068,380,0,0,0,0,16,0,0,18,0
1744385383.213194,398,0,0,92,0,0,0,0,0,0
1744385383.2132008,777,0,0,0,0,0,0,0,162,0
1744385383.2139783,580,0,0,0,1,8,0,0,0,0
1744385383.214671,387,0,0,0,15,0,0,16,27,0
1744385383.2146926,323,107,107,0,209,0,0,0,0,0
1744385383.217027,149,128,0,7,244,0,0,0,8,0
1744385383.2194543,358,208,50,0,24,0,0,0,0,0
1744385383.220641,344,0,0,0,0,0,0,0,25,0
1744385383.2206802,353,0,0,5,80,1,8,0,28,0
1744385383.2206836,401,1,0,144,161,65,0,3,0,0
1744385383.220687,356,0,0,192,26,168,0,0,4,0
1744385383.2217853,307,0,0,0,0,167,0,0,0,0
1744385383.221809,310,0,2,0,0,0,0,0,42,0
1744385383.221812,314,0,0,0,0,0,0,0,40,0
1744385383.221815,319,0,0,0,5,0,0,0,46,0
1744385383.2218184,380,0,0,0,0,16,0,0,33,0
1744385383.222887,398,0,0,107,0,0,0,0,0,0
1744385383.2229264,57,0,12,0,0,0,0,0,0,0
1744385383.222931,463,128,5,0,0,0,60,0,0,0
1744385383.222935,476,2,0,0,57,0,0,0,0,0
1744385383.2243984,387,0,0,0,11,0,0,16,46,0
1744385383.2244394,323,107,107,0,224,0,0,0,0,0
1744385383.2244737,580,0,0,0,1,56,0,0,0,0
1744385383.2268384,149,128,0,7,244,0,0,0,23,0
1744385383.2268977,420,0,0,0,8,0,0,0,16,0
1744385383.2269013,426,127,255,0,0,0,0,104,16,0
1744385383.2281182,432,0,15,0,0,0,1,87,0,0
1744385383.2281404,464,0,0,0,0,0,0,0,10,0
1744385383.2292962,358,208,50,0,39,0,0,0,0,0
1744385383.230458,344,0,0,0,0,0,0,0,40,0
1744385383.23048,353,0,0,5,80,1,8,0,43,0
1744385383.2304833,401,1,0,144,161,65,0,18,0,0
1744385383.231939,307,0,0,0,0,182,0,0,0,0
1744385383.2319589,310,0,2,0,0,0,0,0,57,0
1744385383.2319622,314,0,0,0,0,0,0,0,55,0
1744385383.231966,319,0,0,0,5,0,0,0,61,0
1744385383.2319694,356,0,0,192,26,168,0,0,19,0
1744385383.231973,380,0,0,0,0,16,0,0,48,0
1744385383.231977,398,0,0,122,0,0,0,0,0,0
1744385383.2330298,660,4,11,0,2,207,90,0,14,0
1744385383.2330496,542,3,232,55,69,34,6,1,0,0
1744385383.2341778,387,0,0,0,8,0,0,16,48,0
1744385383.234198,323,107,107,0,255,0,0,0,0,0
1744385383.236526,57,0,27,0,0,0,0,0,0,0
1744385383.236548,149,128,0,7,244,0,0,0,38,0
1744385383.2387085,358,208,50,0,54,0,0,0,0,0
1744385383.2399757,580,0,0,0,1,28,0,0,0,0
1744385383.2412074,344,0,0,0,0,0,0,0,55,0
1744385383.2412393,353,0,0,5,80,1,8,0,58,0
1744385383.2412438,401,1,0,144,161,65,0,33,0,0
1744385383.2412488,307,0,0,0,0,137,0,0,0,0
1744385383.2413106,310,0,2,0,0,0,0,0,12,0
1744385383.2413144,314,0,0,0,0,0,0,0,10,0
1744385383.2413175,319,0,0,0,5,0,0,0,0,0
1744385383.241592,356,0,0,192,26,168,0,0,34,0
1744385383.2428508,380,0,0,0,0,16,0,0,3,0
1744385383.242875,398,0,0,77,0,0,0,0,0,0
1744385383.2428794,463,128,5,0,0,0,15,0,0,0
1744385383.2428825,476,2,0,0,12,0,0,0,0,0
1744385383.2440598,387,0,0,0,6,0,0,16,5,0
1744385383.2440822,323,107,107,0,194,0,0,0,0,0
1744385383.24747,149,128,0,7,244,0,0,0,53,0
1744385383.2474923,420,0,0,0,8,0,0,0,47,0
1744385383.247496,426,127,255,0,0,0,0,103,32,0
1744385383.247499,432,0,15,0,0,0,1,102,0,0
1744385383.247502,464,0,0,0,0,0,0,0,10,0
1744385383.2489605,358,208,50,0,9,0,0,0,0,0
1744385383.2500386,344,0,0,0,0,0,0,0,10,0
1744385383.2515955,353,0,0,5,80,1,8,0,13,0
1744385383.2516232,401,1,0,144,161,65,0,48,0,0
1744385383.2516272,307,0,0,0,0,152,0,0,0,0
1744385383.2516303,310,0,2,0,0,0,0,0,27,0
1744385383.2516334,57,0,42,0,0,0,0,0,0,0
1744385383.2516365,314,0,0,0,0,0,0,0,25,0
1744385383.2516396,319,0,0,0,5,0,0,0,31,0
1744385383.2531586,356,0,0,192,26,168,0,0,49,0
1744385383.253188,380,0,0,0,0,16,0,0,18,0
1744385383.2531917,398,0,0,92,0,0,0,0,0,0
1744385383.254438,387,0,0,0,4,0,0,16,22,0
1744385383.2544594,323,107,107,0,209,0,0,0,0,0
1744385383.2561884,580,0,0,0,1,55,0,0,0,0
1744385383.2571847,149,128,0,7,244,0,0,0,8,0
1744385383.2585454,773,128,38,0,0,0,0,0,0,0
1744385383.2597864,358,208,50,0,24,0,0,0,0,0
1744385383.2610345,344,0,0,0,0,0,0,0,25,0
1744385383.2610583,353,0,0,5,80,1,8,0,28,0
1744385383.2610614,401,1,0,144,161,65,0,3,0,0
1744385383.261065,307,0,0,0,0,167,0,0,0,0
1744385383.261068,310,0,2,0,0,0,0,0,42,0
1744385383.2610714,314,0,0,0,0,0,0,0,40,0
1744385383.2622004,319,0,0,0,5,0,0,0,46,0
1744385383.2622244,356,0,0,192,26,168,0,0,4,0
1744385383.262228,380,0,0,0,0,16,0,0,33,0
1744385383.262231,398,0,0,107,0,0,0,0,0,0
1744385383.2622342,463,128,5,0,0,0,30,0,0,0
1744385383.2635782,476,2,0,0,27,0,0,0,0,0
1744385383.2636027,387,0,0,0,3,0,0,16,38,0
1744385383.2649024,323,107,107,0,224,0,0,0,0,0
1744385383.264927,57,0,57,0,0,0,0,0,0,0
1744385383.2649302,819,0,0,0,0,0,0,45,0,0
1744385383.266435,149,128,0,7,244,0,0,0,23,0
1744385383.2680638,420,0,0,0,8,0,0,0,62,0
1744385383.2681248,426,127,255,0,0,0,0,104,62,0
1744385383.268129,432,0,15,0,0,0,1,117,0,0
1744385383.2681332,464,0,0,0,0,0,0,0,10,0
1744385383.2687092,580,0,0,0,1,15,0,0,0,0
1744385383.2691922,358,208,50,0,39,0,0,0,0,0
1744385383.2704372,344,0,0,0,0,0,0,0,40,0
1744385383.2704587,353,0,0,5,80,1,8,0,43,0
1744385383.2704625,401,1,0,144,161,65,0,18,0,0
1744385383.2719457,307,0,0,0,0,182,0,0,0,0
1744385383.2719588,310,0,2,0,0,0,0,0,57,0
1744385383.2719626,314,0,0,0,0,0,0,0,55,0
1744385383.2719655,319,0,0,0,5,0,0,0,61,0
1744385383.271969,356,0,0,192,26,168,0,0,19,0
1744385383.2719722,380,0,0,0,0,16,0,0,48,0
1744385383.2719758,398,0,0,122,0,0,0,0,0,0
1744385383.2730188,660,4,11,0,2,207,90,0,29,0
1744385383.273116,542,3,232,55,69,34,6,16,0,0
1744385383.274541,387,0,0,0,10,0,0,16,62,0
1744385383.274571,323,107,107,0,255,0,0,0,0,0
1744385383.2767174,149,128,0,7,244,0,0,0,38,0
1744385383.2791612,358,208,50,0,54,0,0,0,0,0
1744385383.2805345,344,0,0,0,0,0,0,0,55,0
1744385383.280548,353,0,0,5,80,1,8,0,58,0
1744385383.2805514,401,1,0,144,161,65,0,33,0,0
1744385383.2816546,307,0,0,0,0,137,0,0,0,0
1744385383.2816665,310,0,2,0,0,0,0,0,12,0
1744385383.28167,314,0,0,0,0,0,0,0,10,0
1744385383.281673,319,0,0,0,5,0,0,0,0,0
1744385383.281676,356,0,0,192,26,168,0,0,34,0
1744385383.282876,380,0,0,0,0,16,0,0,3,0
1744385383.2828884,398,0,0,77,0,0,0,0,0,0
1744385383.282892,463,128,5,0,0,0,45,0,0,0
1744385383.282895,476,2,0,0,42,0,0,0,0,0
1744385383.2828982,800,0,0,33,0,0,0,0,0,0
1744385383.282901,804,116,101,0,0,0,0,14,41,0
1744385383.284111,892,253,0,253,0,9,127,0,41,0
1744385383.2841234,1036,1,74,72,77,70,65,51,37,0
1744385383.2841263,387,0,0,0,7,0,0,16,4,0
1744385383.2841296,1108,35,239,39,0,0,0,0,0,0
1744385383.2841325,323,107,107,0,194,0,0,0,0,0
1744385383.2844858,580,0,0,0,1,38,0,0,0,0
1744385383.2864988,149,128,0,7,244,0,0,0,53,0
1744385383.2865205,57,0,12,0,0,0,0,0,0,0
1744385383.2879972,420,0,0,0,8,0,0,0,1,0
1744385383.2880094,426,127,255,0,0,0,0,104,1,0
1744385383.2880127,432,0,15,0,0,0,1,72,0,0
1744385383.2880158,464,0,0,0,0,0,0,0,10,0
1744385383.289063,358,208,50,0,9,0,0,0,0,0
1744385383.290358,344,0,0,0,0,0,0,0,10,0
1744385383.2903886,353,0,0,5,80,1,8,0,13,0
1744385383.2903922,401,1,0,144,161,65,0,48,0,0
1744385383.291631,307,0,0,0,0,152,0,0,0,0
1744385383.291656,310,0,2,0,0,0,0,0,27,0
1744385383.2916596,314,0,0,0,0,0,0,0,25,0
1744385383.291663,319,0,0,0,5,0,0,0,31,0
1744385383.291666,356,0,0,192,26,168,0,0,49,0
1744385383.293061,380,0,0,0,0,16,0,0,18,0
1744385383.293075,398,0,0,92,0,0,0,0,0,0
1744385383.294237,387,0,0,0,13,0,0,16,29,0
1744385383.29426,323,107,107,0,209,0,0,0,0,0
1744385383.2967343,149,128,0,7,244,0,0,0,8,0
1744385383.2991402,358,208,50,0,24,0,0,0,0,0
1744385383.3003335,344,0,0,0,0,0,0,0,25,0
1744385383.300347,353,0,0,5,80,1,8,0,28,0
1744385383.3004198,580,0,0,0,1,101,0,0,0,0
1744385383.3018937,401,1,0,144,161,65,0,3,0,0
1744385383.301921,307,0,0,0,0,167,0,0,0,0
1744385383.3019254,310,0,2,0,0,0,0,0,42,0
1744385383.3019288,314,0,0,0,0,0,0,0,40,0
1744385383.301932,319,0,0,0,5,0,0,0,46,0
1744385383.3019354,356,0,0,192,26,168,0,0,4,0
1744385383.3019383,380,0,0,0,0,16,0,0,33,0
1744385383.301942,398,0,0,107,0,0,0,0,0,0
1744385383.303402,463,128,5,0,0,0,60,0,0,0
1744385383.3034189,476,2,0,0,57,0,0,0,0,0
1744385383.303423,387,0,0,0,17,0,0,16,39,0
1744385383.3049605,323,107,107,0,224,0,0,0,0,0
1744385383.3064234,57,0,27,0,0,0,0,0,0,0
1744385383.3064573,149,128,0,7,244,0,0,0,23,0
1744385383.307528,420,0,0,0,8,0,0,0,16,0
1744385383.3075547,426,127,255,0,0,0,0,104,16,0
1744385383.307558,432,0,15,0,0,0,1,87,0,0
1744385383.3075614,464,0,0,0,0,0,0,0,10,0
1744385383.3089962,358,208,50,0,39,0,0,0,0,0
1744385383.310601,344,0,0,0,0,0,0,0,40,0
1744385383.3106227,353,0,0,5,80,1,8,0,43,0
1744385383.3106265,401,1,0,144,161,65,0,18,0,0
1744385383.3106306,307,0,0,0,0,182,0,0,0,0
1744385383.311672,310,0,2,0,0,0,0,0,57,0
1744385383.3116968,314,0,0,0,0,0,0,0,55,0
1744385383.3117003,319,0,0,0,5,0,0,0,61,0
1744385383.3117034,356,0,0,192,26,168,0,0,19,0
1744385383.3129597,380,0,0,0,0,16,0,0,48,0
1744385383.31298,398,0,0,122,0,0,0,0,0,0
1744385383.3129835,660,4,11,0,2,207,90,0,44,0
1744385383.312987,542,3,232,55,69,34,6,47,0,0
1744385383.312991,777,0,0,0,0,0,0,0,177,0
1744385383.3129938,1064,1,4,0,0,82,28,62,0,0
1744385383.3145893,1029,0,0,4,0,0,0,0,56,0
1744385383.3146048,387,0,0,0,12,0,0,16,60,0
1744385383.314608,323,107,107,0,255,0,0,0,0,0
1744385383.3168285,580,0,0,0,1,248,0,0,0,0
1744385383.3169112,149,128,0,7,244,0,0,0,38,0
1744385383.3192954,358,208,50,0,54,0,0,0,0,0
1744385383.3205063,57,0,42,0,0,0,0,0,0,0
1744385383.3205204,344,0,0,0,0,0,0,0,55,0
1744385383.320524,353,0,0,5,80,1,8,0,58,0
1744385383.320527,401,1,0,144,161,65,0,33,0,0
1744385383.321548,307,0,0,0,0,137,0,0,0,0
1744385383.32156,310,0,2,0,0,0,0,0,12,0
1744385383.3215632,314,0,0,0,0,0,0,0,10,0
1744385383.3215668,319,0,0,0,5,0,0,0,0,0
1744385383.32157,356,0,0,192,26,168,0,0,34,0
1744385383.3227253,380,0,0,0,0,16,0,0,3,0
1744385383.3227444,398,0,0,77,0,0,0,0,0,0
1744385383.3227477,463,128,5,0,0,0,15,0,0,0
1744385383.3227556,476,2,0,0,12,0,0,0,0,0
1744385383.323968,387,0,0,0,16,0,0,16,10,0
1744385383.3239942,323,107,107,0,194,0,0,0,0,0
1744385383.326481,149,128,0,7,244,0,0,0,53,0
1744385383.3275957,580,0,0,0,1,109,0,0,0,0
1744385383.3276632,420,0,0,0,8,0,0,0,47,0
1744385383.327673,426,127,255,0,0,0,0,103,32,0
1744385383.327676,432,0,15,0,0,0,1,102,0,0
1744385383.3276803,464,0,0,0,0,0,0,0,10,0
1744385383.329086,358,208,50,0,9,0,0,0,0,0
1744385383.3305287,344,0,0,0,0,0,0,0,10,0
1744385383.330542,353,0,0,5,80,1,8,0,13,0
1744385383.3305454,401,1,0,144,161,65,0,48,0,0
1744385383.331571,307,0,0,0,0,152,0,0,0,0
1744385383.3315842,310,0,2,0,0,0,0,0,27,0
1744385383.3315876,314,0,0,0,0,0,0,0,25,0
1744385383.3315914,319,0,0,0,5,0,0,0,31,0
1744385383.3315954,356,0,0,192,26,169,0,0,48,0
1744385383.332642,380,0,0,0,0,16,0,0,18,0
1744385383.332655,398,0,0,92,0,0,0,0,0,0
1744385383.334101,57,0,57,0,0,0,0,0,0,0
1744385383.334114,387,0,0,0,12,0,0,16,30,0
1744385383.3341174,323,107,107,0,209,0,0,0,0,0
1744385383.336538,149,128,0,7,244,0,0,0,8,0
1744385383.3387787,358,208,50,0,24,0,0,0,0,0
1744385383.3399148,344,0,0,0,0,0,0,0,25,0
1744385383.3412051,353,0,0,5,80,1,8,0,28,0
1744385383.341234,401,1,0,144,161,65,0,3,0,0
1744385383.3412375,307,0,0,0,0,167,0,0,0,0
1744385383.3412411,310,0,2,0,0,0,0,0,42,0
1744385383.3412457,314,0,0,0,0,0,0,0,40,0
1744385383.342389,319,0,0,0,5,0,0,0,46,0
1744385383.3424082,356,0,0,192,26,168,0,0,4,0
1744385383.3424113,380,0,0,0,0,16,0,0,33,0
1744385383.342415,398,0,0,107,0,0,0,0,0,0
1744385383.342419,463,128,5,0,0,0,30,0,0,0
1744385383.3424227,476,2,0,0,27,0,0,0,0,0
1744385383.3433297,580,0,0,0,1,208,0,0,0,0
1744385383.3436236,387,0,0,0,16,0,0,16,40,0
1744385383.3448138,323,107,107,0,224,0,0,0,0,0
1744385383.3470352,149,128,0,7,244,0,0,0,23,0
1744385383.3470576,420,0,0,0,8,0,0,0,62,0
1744385383.3470612,426,127,255,0,0,0,0,104,62,0
1744385383.3484757,432,0,15,0,0,0,1,117,0,0
1744385383.3484914,464,0,0,0,0,0,0,0,10,0
1744385383.3484943,57,0,12,0,0,0,0,0,0,0
1744385383.3495758,358,208,50,0,39,0,0,0,0,0
1744385383.3509872,344,0,0,0,0,0,0,0,40,0
1744385383.3509998,353,0,0,5,80,1,8,0,43,0
1744385383.351003,401,1,0,144,161,65,0,18,0,0
1744385383.3510065,307,0,0,0,0,182,0,0,0,0
1744385383.3510103,310,0,2,0,0,0,0,0,57,0
1744385383.352138,314,0,0,0,0,0,0,0,55,0
1744385383.3521512,319,0,0,0,5,0,0,0,61,0
1744385383.3521545,356,0,0,192,26,168,0,0,19,0
1744385383.352158,380,0,0,0,0,16,0,0,48,0
1744385383.3521612,398,0,0,122,0,0,0,0,0,0
1744385383.3535,660,4,11,0,2,207,90,0,59,0
1744385383.3535123,542,3,232,55,69,34,6,62,0,0
1744385383.3541615,580,0,0,0,1,81,0,0,0,0
1744385383.3546257,387,0,0,0,19,0,0,16,52,0
1744385383.3546424,323,107,107,0,255,0,0,0,0,0
1744385383.357323,149,128,0,7,248,0,0,0,34,0
1744385383.3598387,358,208,50,0,54,0,0,0,0,0
1744385383.3613942,344,0,0,0,0,0,0,0,55,0
1744385383.3614187,353,0,0,5,80,1,8,0,58,0
1744385383.361422,401,1,0,144,161,65,0,33,0,0
1744385383.3614256,307,0,0,0,0,137,0,0,0,0
1744385383.3614297,310,0,2,0,0,0,0,0,12,0
1744385383.3614326,314,0,0,0,0,0,0,0,10,0
1744385383.3614357,319,0,0,0,5,0,0,0,0,0
1744385383.3629072,356,0,0,192,26,168,0,0,34,0
1744385383.3629277,380,0,0,0,0,16,0,0,3,0
1744385383.3629308,398,0,0,77,0,0,0,0,0,0
1744385383.362934,463,128,5,0,0,0,45,0,0,0
1744385383.3629377,476,2,0,0,42,0,0,0,0,0
1744385383.3629403,773,128,53,0,0,0,0,0,0,0
1744385383.3640416,387,0,0,0,14,0,0,16,13,0
1744385383.3640523,323,107,107,0,194,0,0,0,0,0
1744385383.365023,580,0,0,0,1,116,0,0,0,0
1744385383.365132,819,0,0,0,0,0,0,60,0,0
1744385383.366487,149,128,0,7,248,0,0,0,49,0
1744385383.3680334,420,0,0,0,8,0,0,0,1,0
1744385383.368045,426,127,255,0,0,0,0,104,1,0
1744385383.3680484,432,0,15,0,0,0,1,72,0,0
1744385383.3680522,464,0,0,0,0,0,0,0,10,0
1744385383.3695426,57,0,27,0,0,0,0,0,0,0
1744385383.3695548,358,208,50,0,9,0,0,0,0,0
1744385383.370644,344,0,0,0,0,0,0,0,10,0
1744385383.370665,353,0,0,5,80,1,8,0,13,0
1744385383.3706686,401,1,0,144,161,65,0,48,0,0
1744385383.370672,307,0,0,0,0,152,0,0,0,0
1744385383.3717124,310,0,2,0,0,0,0,0,27,0
1744385383.3717272,314,0,0,0,0,0,0,0,25,0
1744385383.3717303,319,0,0,0,5,0,0,0,31,0
1744385383.371734,356,0,0,192,26,168,0,0,49,0
1744385383.372889,380,0,0,0,0,16,0,0,18,0
1744385383.3729036,398,0,0,92,0,0,0,0,0,0
1744385383.374225,387,0,0,0,10,0,0,16,16,0
1744385383.3742385,323,107,107,0,209,0,0,0,0,0
1744385383.37629,580,0,0,0,1,205,0,0,0,0
1744385383.376727,149,128,0,7,248,0,0,0,4,0
1744385383.3792715,358,208,50,0,24,0,0,0,0,0
1744385383.3805988,344,0,0,0,0,0,0,0,25,0
1744385383.3806112,353,0,0,5,80,1,8,0,28,0
1744385383.380615,401,1,0,144,161,65,0,3,0,0
1744385383.3806183,307,0,0,0,0,167,0,0,0,0
1744385383.3818629,310,0,2,0,0,0,0,0,42,0
1744385383.3818789,314,0,0,0,0,0,0,0,40,0
1744385383.3818822,319,0,0,0,5,0,0,0,46,0
1744385383.3818853,356,0,0,192,26,168,0,0,4,0
1744385383.3818889,57,0,42,0,0,0,0,0,0,0
1744385383.3831458,380,0,0,0,0,16,0,0,33,0
1744385383.383166,398,0,0,107,0,0,0,0,0,0
1744385383.3831742,463,128,5,0,0,0,60,0,0,0
1744385383.3831818,476,2,0,0,57,0,0,0,0,0
1744385383.3831892,800,0,0,48,0,0,0,0,0,0
1744385383.383196,804,116,101,0,0,0,0,14,56,0
1744385383.3832026,892,253,0,253,0,9,127,0,56,0
1744385383.3843856,387,0,0,0,7,0,0,16,34,0
1744385383.3843985,323,107,107,0,224,0,0,0,0,0
1744385383.3869712,149,128,0,7,248,0,0,0,19,0
1744385383.387003,420,0,0,0,8,0,0,0,16,0
1744385383.3870118,426,127,255,0,0,0,0,104,16,0
1744385383.3871655,580,0,0,0,1,84,0,0,0,0
1744385383.3885298,432,0,15,0,0,0,1,87,0,0
1744385383.3885653,464,0,0,0,0,0,0,0,10,0
1744385383.3900108,358,208,50,0,39,0,0,0,0,0
1744385383.390024,344,0,0,0,0,0,0,0,40,0
1744385383.3910525,353,0,0,5,80,1,8,0,43,0
1744385383.3910737,401,1,0,144,161,65,0,18,0,0
1744385383.391077,307,0,0,0,0,182,0,0,0,0
1744385383.3910804,310,0,2,0,0,0,0,0,57,0
1744385383.391085,314,0,0,0,0,0,0,0,55,0
1744385383.3924873,319,0,0,0,5,0,0,0,61,0
1744385383.3925035,356,0,0,192,26,168,0,0,19,0
1744385383.392507,380,0,0,0,0,16,0,0,48,0
1744385383.392511,398,0,0,122,0,0,0,0,0,0
1744385383.392514,660,4,11,0,2,207,90,0,14,0
1744385383.392517,542,3,232,55,69,34,6,1,0,0
1744385383.394098,387,0,0,0,5,0,0,16,51,0
1744385383.394112,323,107,107,0,255,0,0,0,0,0
1744385383.39562,57,0,57,0,0,0,0,0,0,0
1744385383.3976622,149,128,0,7,248,0,0,0,34,0
1744385383.3987992,580,0,0,0,1,12,0,0,0,0
1744385383.3989203,358,208,50,0,54,0,0,0,0,0
1744385383.4001596,344,0,0,0,0,0,0,0,55,0
1744385383.4001956,353,0,0,5,80,1,8,0,58,0
1744385383.4017727,401,1,0,144,161,65,0,33,0,0
1744385383.401785,356,0,0,192,26,168,0,0,34,0
1744385383.4017882,307,0,0,0,0,137,0,0,0,0
1744385383.401791,310,0,2,0,0,0,0,0,12,0
1744385383.401795,314,0,0,0,0,0,0,0,10,0
1744385383.401798,319,0,0,0,5,0,0,0,0,0
1744385383.401801,380,0,0,0,0,16,0,0,3,0
1744385383.4033773,398,0,0,77,0,0,0,0,0,0
1744385383.4033897,463,128,5,0,0,0,15,0,0,0
1744385383.4033926,476,2,0,0,12,0,0,0,0,0
1744385383.403396,387,0,0,0,11,0,0,16,0,0
1744385383.4049752,323,107,107,0,194,0,0,0,0,0
1744385383.4064095,149,128,0,7,248,0,0,0,49,0
1744385383.4074965,420,0,0,0,8,0,0,0,47,0
1744385383.4075146,426,127,255,0,0,0,0,103,32,0
1744385383.407518,432,0,15,0,0,0,1,102,0,0
1744385383.4075224,464,0,0,0,0,0,0,0,10,0
1744385383.408923,358,208,50,0,9,0,0,0,0,0
1744385383.4108107,344,0,0,0,0,0,0,0,10,0
1744385383.410851,353,0,0,5,80,1,8,0,13,0
1744385383.41086,401,1,0,144,161,65,0,48,0,0
1744385383.4108658,580,0,0,0,1,28,0,0,0,0
1744385383.4108694,57,0,12,0,0,0,0,0,0,0
1744385383.410878,307,0,0,0,0,152,0,0,0,0
1744385383.4120648,310,0,2,0,0,0,0,0,27,0
1744385383.4120915,314,0,0,0,0,0,0,0,25,0
1744385383.412099,319,0,0,0,5,0,0,0,31,0
1744385383.4121056,356,0,0,192,26,168,0,0,49,0
1744385383.4121134,380,0,0,0,0,16,0,0,18,0
1744385383.41212,398,0,0,92,0,0,0,0,0,0
1744385383.4135594,777,0,0,0,0,0,0,0,132,0
1744385383.41509,387,0,0,0,8,0,0,16,18,0
1744385383.4151018,323,107,107,0,209,0,0,0,0,0
1744385383.4166574,149,128,0,7,248,0,0,0,4,0
1744385383.4191816,358,208,50,0,24,0,0,0,0,0
1744385383.4202583,344,0,0,0,0,0,0,0,25,0
1744385383.4202695,353,0,0,5,80,1,8,0,28,0
1744385383.4214418,401,1,0,144,161,65,0,3,0,0
1744385383.4214666,307,0,0,0,0,167,0,0,0,0
1744385383.4214735,310,0,2,0,0,0,0,0,42,0
